V1	V4	V5	V7	gene_name	gene_id
6	132445867	132513198	-	STX7	ENSG00000079950.14
6	132538290	132539336	+	TAAR9	ENSG00000237110.2
6	132552693	132553721	+	TAAR8	ENSG00000146385.1
6	132570322	132571359	+	TAAR6	ENSG00000146383.7
6	132588673	132589686	-	TAAR5	ENSG00000135569.4
6	132617022	132624275	-	TAAR2	ENSG00000146378.6
6	132644898	132646051	-	TAAR1	ENSG00000146399.2
6	132680849	132714055	-	VNN1	ENSG00000112299.8
6	132722787	132736935	-	VNN3	ENSG00000093134.15
6	132743870	132763459	-	VNN2	ENSG00000112303.14
6	132769370	132813339	-	SLC18B1	ENSG00000146409.12
6	132814569	132817564	+	RPS12	ENSG00000112306.8
6	133240598	133532128	+	EYA4	ENSG00000112319.19
6	133889113	133895553	+	TCF21	ENSG00000118526.7
6	133952170	133990432	+	TBPL1	ENSG00000028839.10
6	133953304	133980088	+	AL035699.1	ENSG00000288529.1
6	133987581	134052624	-	SLC2A12	ENSG00000146411.6
6	134169246	134318112	-	SGK1	ENSG00000118515.11
6	134917393	134950115	-	ALDH8A1	ENSG00000118514.14
6	134960378	135103056	-	HBS1L	ENSG00000112339.15
6	135181308	135219173	+	MYB	ENSG00000118513.19
6	135283532	135497765	-	AHI1	ENSG00000135541.21
6	135851701	136195574	+	PDE7B	ENSG00000171408.14
6	136231024	136250335	-	MTFR2	ENSG00000146410.12
6	136256627	136289851	-	BCLAF1	ENSG00000029363.17
6	136342281	136550819	-	MAP7	ENSG00000135525.18
6	136557046	136792477	-	MAP3K5	ENSG00000197442.10
6	136822564	136913934	+	PEX7	ENSG00000112357.14
6	136922301	136925660	+	SLC35D3	ENSG00000182747.5
6	136999971	137045180	-	IL20RA	ENSG00000016402.13
6	137143820	137173648	-	IL22RA2	ENSG00000164485.15
6	137197485	137219449	-	IFNGR1	ENSG00000027697.15
6	137492199	137494394	-	OLIG3	ENSG00000177468.7
6	137867214	137883312	+	TNFAIP3	ENSG00000118503.15
6	138088505	138107419	-	PERP	ENSG00000112378.12
6	138161939	138344663	+	ARFGEF3	ENSG00000112379.9
6	138215986	138218491	-	PBOV1	ENSG00000254440.3
6	138377905	138383486	+	SMIM28	ENSG00000262543.2
6	138403531	138422197	+	HEBP2	ENSG00000051620.11
6	138422043	138692571	-	NHSL1	ENSG00000135540.11
6	138773769	138793319	+	CCDC28A	ENSG00000024862.18
6	138795911	138904070	+	ECT2L	ENSG00000203734.12
6	138903493	138988261	-	REPS1	ENSG00000135597.19
6	139028745	139043302	+	ABRACL	ENSG00000146386.8
6	139135080	139180802	+	HECA	ENSG00000112406.5
6	139240061	139291998	-	TXLNB	ENSG00000164440.15
6	139371807	139374648	-	CITED2	ENSG00000164442.10
6	142058330	142088799	-	NMBR	ENSG00000135577.4
6	142133090	142135151	+	GJE1	ENSG00000203733.5
6	142147162	142224685	+	VTA1	ENSG00000009844.16
6	142301854	142446266	+	ADGRG6	ENSG00000112414.15
6	142751469	142956698	-	HIVEP2	ENSG00000010818.10
6	143060496	143341058	+	AIG1	ENSG00000146416.19
6	143422832	143450695	-	ADAT2	ENSG00000189007.16
6	143450805	143490616	+	PEX3	ENSG00000034693.15
6	143494812	143511720	-	FUCA2	ENSG00000001036.14
6	143536845	143831185	+	PHACTR2	ENSG00000112419.14
6	143807092	143844617	+	AL049844.1	ENSG00000257065.1
6	143843338	143863812	+	LTV1	ENSG00000135521.9
6	143857318	143938471	+	AL049844.3	ENSG00000280148.1
6	143864436	143938343	+	ZC2HC1B	ENSG00000118491.10
6	143940300	144064599	-	PLAGL1	ENSG00000118495.20
6	144094884	144095573	-	SF3B5	ENSG00000169976.7
6	144150517	144191939	+	STX11	ENSG00000135604.10
6	144285701	144853034	+	UTRN	ENSG00000152818.18
6	145382535	145736023	-	EPM2A	ENSG00000112425.16
6	145793502	145814795	-	FBXO30	ENSG00000118496.5
6	145864245	145964423	-	SHPRH	ENSG00000146414.16
6	146027646	146437601	+	GRM1	ENSG00000152822.14
6	146543833	146554953	+	RAB32	ENSG00000118508.5
6	146598967	146815462	+	ADGB	ENSG00000118492.17
6	147204425	147390476	+	STXBP5	ENSG00000164506.14
6	147508690	147737547	+	SAMD5	ENSG00000203727.4
6	148272304	148552048	+	SASH1	ENSG00000111961.18
6	148747030	149076990	+	UST	ENSG00000111962.8
6	149218641	149411613	+	TAB2	ENSG00000055208.19
6	149400262	149401278	+	SUMO4	ENSG00000177688.7
6	149446795	149485014	-	ZC3H12D	ENSG00000178199.14
6	149504495	149546043	-	PPIL4	ENSG00000131013.4
6	149566294	149591748	+	GINM1	ENSG00000055211.14
6	149594873	149648972	-	KATNA1	ENSG00000186625.14
6	149658153	149718105	-	LATS1	ENSG00000131023.13
6	149724315	149749665	-	NUP43	ENSG00000120253.14
6	149749443	149811420	+	PCMT1	ENSG00000120265.18
6	149817937	149896011	-	AL355312.5	ENSG00000285991.1
6	149818757	149864359	-	LRP11	ENSG00000120256.11
6	149883375	149898102	-	RAET1E	ENSG00000164520.11
6	149916878	149923121	-	RAET1G	ENSG00000203722.8
6	149942014	149949235	+	ULBP2	ENSG00000131015.5
6	149963943	149973715	+	ULBP1	ENSG00000111981.5
6	150018334	150025532	-	RAET1L	ENSG00000155918.8
6	150061053	150069121	-	ULBP3	ENSG00000131019.11
6	150143044	150250392	+	PPP1R14C	ENSG00000198729.5
6	150368892	150405969	+	IYD	ENSG00000009765.15
6	150599883	150843665	+	PLEKHG1	ENSG00000120278.16
6	150865679	151101887	+	MTHFD1L	ENSG00000120254.16
6	151239967	151358559	+	AKAP12	ENSG00000131016.17
6	151364115	151391559	-	ZBTB2	ENSG00000181472.5
6	151404762	151452158	-	RMND1	ENSG00000155906.19
6	151452258	151470101	+	ARMT1	ENSG00000146476.11
6	151494017	151621193	+	CCDC170	ENSG00000120262.10
6	151656691	152129619	+	ESR1	ENSG00000091831.24
6	152121684	152637801	-	SYNE1	ENSG00000131018.24
6	152697895	152724567	+	MYCT1	ENSG00000120279.6
6	152750797	152759765	+	VIP	ENSG00000146469.13
6	152970519	152983579	-	FBXO5	ENSG00000112029.10
6	152987362	153002709	-	MTRF1L	ENSG00000112031.16
6	153004459	153131282	-	RGS17	ENSG00000091844.8
6	154010496	154246867	+	OPRM1	ENSG00000112038.18
6	154154496	154356792	-	IPCEF1	ENSG00000074706.13
6	154159828	154510114	-	AL357075.4	ENSG00000288520.1
6	154387515	154510685	-	CNKSR3	ENSG00000153721.19
6	154733378	154834244	+	SCAF8	ENSG00000213079.10
6	154832697	155257723	+	TIAM2	ENSG00000146426.18
6	155256134	155314493	-	TFB1M	ENSG00000029639.11
6	155264013	155276548	+	CLDN20	ENSG00000171217.5
6	155395368	155455839	-	NOX3	ENSG00000074771.4
6	156776020	157210779	+	ARID1B	ENSG00000049618.24
6	157289025	157323601	-	TMEM242	ENSG00000215712.11
6	157381133	157678157	+	ZDHHC14	ENSG00000175048.17
6	157700387	157945077	+	SNX9	ENSG00000130340.16
6	157981863	158099176	+	SYNJ2	ENSG00000078269.15
6	158109519	158168280	-	SERAC1	ENSG00000122335.17
6	158168350	158199344	+	GTF2H5	ENSG00000272047.3
6	158232236	158511828	+	TULP4	ENSG00000130338.13
6	158536436	158635428	+	TMEM181	ENSG00000146433.9
6	158636474	158644743	-	DYNLT1	ENSG00000146425.11
6	158650014	158764876	+	SYTL3	ENSG00000164674.16
6	158765741	158819368	-	EZR	ENSG00000092820.18
6	158972871	159000202	-	RSPH3	ENSG00000130363.12
6	159034468	159045152	-	TAGAP	ENSG00000164691.18
6	159169400	159272108	+	FNDC1	ENSG00000164694.17
6	159669069	159762529	-	SOD2	ENSG00000112096.19
6	159725585	159756319	+	WTAP	ENSG00000146457.16
6	159762045	159779112	+	ACAT2	ENSG00000120437.9
6	159778498	159789703	-	TCP1	ENSG00000120438.12
6	159789812	159798436	+	MRPL18	ENSG00000112110.10
6	159800249	159820704	+	PNLDC1	ENSG00000146453.13
6	159890988	159917447	+	MAS1	ENSG00000130368.7
6	159969082	160113507	+	IGF2R	ENSG00000197081.16
6	160121815	160158718	+	SLC22A1	ENSG00000175003.15
6	160171061	160277638	-	SLC22A2	ENSG00000112499.13
6	160348378	160452577	+	SLC22A3	ENSG00000146477.6
6	160531482	160664275	-	LPA	ENSG00000198670.12
6	160702238	160754097	+	PLG	ENSG00000122194.19
6	160991727	161117385	+	MAP3K4	ENSG00000085511.20
6	161129967	161274061	-	AGPAT4	ENSG00000026652.15
6	161347417	162727775	-	PRKN	ENSG00000185345.23
6	162727132	163315492	+	PACRG	ENSG00000112530.11
6	163414000	163578592	+	QKI	ENSG00000112531.17
6	165279664	165309605	-	C6orf118	ENSG00000112539.15
6	165327287	165988078	-	PDE10A	ENSG00000112541.17
6	166157656	166168700	-	TBXT	ENSG00000164458.10
6	166305300	166308448	-	PRR18	ENSG00000176381.6
6	166319728	166342576	-	SFT2D1	ENSG00000198818.10
6	166364919	166383013	-	MPC1	ENSG00000060762.19
6	166409364	166906451	-	RPS6KA2	ENSG00000071242.12
6	166585604	166587594	-	RAMACL	ENSG00000235272.2
6	166858094	166956124	-	AL159163.1	ENSG00000249141.1
6	166922113	166957191	-	RNASET2	ENSG00000026297.16
6	166999317	167094789	+	CEP43	ENSG00000213066.13
6	167111807	167139696	+	CCR6	ENSG00000112486.17
6	167146414	167196913	+	TCP10L2	ENSG00000166984.12
6	167155247	167157980	-	GPR31	ENSG00000120436.4
6	167271169	167316014	+	UNC93A	ENSG00000112494.10
6	167325071	167359503	+	TTLL2	ENSG00000120440.15
6	167826922	167972023	+	AFDN	ENSG00000130396.20
6	167996241	168045095	+	KIF25	ENSG00000125337.19
6	168053166	168101511	-	FRMD1	ENSG00000153303.17
6	168292830	168319777	-	DACT2	ENSG00000164488.12
6	168441151	168673445	+	SMOC2	ENSG00000112562.19
6	169215780	169254050	-	THBS2	ENSG00000186340.16
6	169419969	169702047	-	AL031315.1	ENSG00000285733.1
6	169457212	169702067	-	WDR27	ENSG00000184465.16
6	169702190	169704856	+	C6orf120	ENSG00000185127.6
6	169703902	169725566	-	PHF10	ENSG00000130024.15
6	169740109	169751587	-	TCTE3	ENSG00000184786.6
6	169751622	169781600	+	ERMARD	ENSG00000130023.16
6	170282206	170306565	-	DLL1	ENSG00000198719.9
6	170290703	170407067	+	FAM120B	ENSG00000112584.14
6	170535120	170553307	-	PSMB1	ENSG00000008018.9
6	170554302	170572870	+	TBP	ENSG00000112592.14
6	170575295	170584692	-	PDCD2	ENSG00000071994.11
7	192571	260772	+	FAM20C	ENSG00000177706.9
7	290170	294422	+	FOXL3	ENSG00000248767.2
7	497258	520296	-	PDGFA	ENSG00000197461.13
7	549197	727650	-	PRKAR1B	ENSG00000188191.15
7	726699	786475	+	DNAAF5	ENSG00000164818.16
7	816615	896435	+	SUN1	ENSG00000164828.18
7	876554	896436	+	GET4	ENSG00000239857.7
7	897900	955407	-	ADAP1	ENSG00000105963.15
7	898778	975549	-	COX19	ENSG00000240230.6
7	983181	989640	+	CYP2W1	ENSG00000073067.14
7	996986	1138260	-	C7orf50	ENSG00000146540.15
7	1044546	1059261	+	GPR146	ENSG00000164849.10
7	1082208	1093815	+	GPER1	ENSG00000164850.15
7	1152071	1160759	-	ZFAND2A	ENSG00000178381.12
7	1232872	1237326	+	UNCX	ENSG00000164853.9
7	1428465	1459470	-	MICALL2	ENSG00000164877.19
7	1470277	1504389	-	INTS1	ENSG00000164880.16
7	1530702	1543043	+	MAFK	ENSG00000198517.10
7	1542235	1560821	-	TMEM184A	ENSG00000164855.16
7	1567332	1571005	-	PSMG3	ENSG00000157778.9
7	1688119	1747954	+	ELFN1	ENSG00000225968.7
7	1815793	2233243	-	MAD1L1	ENSG00000002822.15
7	1815804	2242215	-	AC069288.1	ENSG00000286192.1
7	2234195	2242205	-	MRM2	ENSG00000122687.19
7	2242222	2251146	+	NUDT1	ENSG00000106268.15
7	2251770	2354318	-	SNX8	ENSG00000106266.11
7	2354086	2380745	+	EIF3B	ENSG00000106263.18
7	2403588	2448484	+	CHST12	ENSG00000136213.10
7	2474844	2476894	-	GRIFIN	ENSG00000275572.1
7	2512529	2529177	+	LFNG	ENSG00000106003.13
7	2537810	2555694	-	BRAT1	ENSG00000106009.16
7	2558972	2614733	+	IQCE	ENSG00000106012.18
7	2631986	2664802	+	TTYH3	ENSG00000136295.15
7	2679522	2775500	+	AMZ1	ENSG00000174945.13
7	2728105	2844308	-	GNA12	ENSG00000146535.14
7	2906142	3043867	-	CARD11	ENSG00000198286.10
7	3301252	4269000	+	SDK1	ENSG00000146555.19
7	4682295	4771442	+	FOXK1	ENSG00000164916.11
7	4775615	4794397	+	AP5Z1	ENSG00000242802.9
7	4797055	4883716	-	RADIL	ENSG00000157927.17
7	4857738	4862030	-	PAPOLB	ENSG00000218823.2
7	4905989	4959213	-	MMD2	ENSG00000136297.15
7	4983718	5073221	+	RBAK-RBAKDN	ENSG00000272968.5
7	5045821	5069487	+	RBAK	ENSG00000146587.18
7	5190196	5233840	+	WIPI2	ENSG00000157954.15
7	5274369	5306870	+	SLC29A4	ENSG00000164638.10
7	5306790	5425414	-	TNRC18	ENSG00000182095.14
7	5431335	5513809	-	FBXL18	ENSG00000155034.19
7	5526409	5563902	-	ACTB	ENSG00000075624.17
7	5592816	5606655	+	FSCN1	ENSG00000075618.18
7	5620047	5781696	-	RNF216	ENSG00000011275.19
7	5879827	5886363	+	OCM	ENSG00000122543.11
7	5898725	5926550	+	CCZ1	ENSG00000122674.12
7	5925550	5970683	-	RSPH10B	ENSG00000155026.16
7	5970925	6009106	-	PMS2	ENSG00000122512.16
7	6009255	6023834	+	AIMP2	ENSG00000106305.10
7	6022247	6059175	-	EIF2AK1	ENSG00000086232.13
7	6031376	6036552	+	ANKRD61	ENSG00000157999.6
7	6104884	6161564	+	USP42	ENSG00000106346.11
7	6161776	6272644	-	CYTH3	ENSG00000008256.16
7	6329411	6348981	-	FAM220A	ENSG00000178397.13
7	6331215	6348758	-	AC009412.1	ENSG00000286075.2
7	6374527	6403967	+	RAC1	ENSG00000136238.18
7	6409126	6484190	-	DAGLB	ENSG00000164535.15
7	6445953	6484190	-	KDELR2	ENSG00000136240.10
7	6497462	6551436	-	GRID2IP	ENSG00000215045.8
7	6577434	6589374	+	ZDHHC4	ENSG00000136247.15
7	6590021	6608726	+	C7orf26	ENSG00000146576.13
7	6615610	6624290	+	ZNF853	ENSG00000236609.4
7	6637318	6658279	+	ZNF316	ENSG00000205903.7
7	6688433	6706947	-	ZNF12	ENSG00000164631.19
7	6754109	6799365	+	RSPH10B2	ENSG00000169402.15
7	6794134	6826770	-	CCZ1B	ENSG00000146574.16
7	7156934	7248616	+	C1GALT1	ENSG00000106392.11
7	7356203	7535873	-	COL28A1	ENSG00000215018.10
7	7566875	7608932	+	MIOS	ENSG00000164654.16
7	7636518	7718607	-	RPA3	ENSG00000106399.11
7	7640711	7968020	+	UMAD1	ENSG00000219545.11
7	7968796	8094272	+	GLCCI1	ENSG00000106415.13
7	8113184	8262687	-	ICA1	ENSG00000003147.19
7	8433609	8752961	+	NXPH1	ENSG00000122584.13
7	10931943	10940153	-	NDUFA4	ENSG00000189043.10
7	10973336	11169623	+	PHF14	ENSG00000106443.17
7	11370365	11832198	-	THSD7A	ENSG00000005108.16
7	12211270	12243367	+	TMEM106B	ENSG00000106460.19
7	12330885	12403941	-	VWDE	ENSG00000146530.14
7	12469621	12542222	+	AC013470.2	ENSG00000226690.8
7	12570577	12660182	+	SCIN	ENSG00000006747.15
7	12686856	12690958	+	ARL4A	ENSG00000122644.13
7	13891229	13991425	-	ETV1	ENSG00000006468.14
7	14145049	14974777	-	DGKB	ENSG00000136267.14
7	15200317	15562015	-	AGMO	ENSG00000187546.14
7	15611212	15686683	-	MEOX2	ENSG00000106511.6
7	16087525	16502504	-	CRPPA	ENSG00000214960.11
7	16461481	16530580	-	SOSTDC1	ENSG00000171243.8
7	16526825	16581568	+	LRRC72	ENSG00000205858.10
7	16599779	16645817	-	ANKMY2	ENSG00000106524.9
7	16646131	16706523	+	BZW2	ENSG00000136261.15
7	16753755	16784536	+	TSPAN13	ENSG00000106537.8
7	16791811	16833433	-	AGR2	ENSG00000106541.12
7	16859412	16881987	-	AGR3	ENSG00000173467.9
7	16916359	17346152	+	AHR	ENSG00000106546.14
7	17299295	17467234	+	AC019117.3	ENSG00000283321.1
7	17790761	17940501	-	SNX13	ENSG00000071189.21
7	18026770	18027846	-	PRPS1L1	ENSG00000229937.9
7	18086949	19002416	+	HDAC9	ENSG00000048052.22
7	19020991	19117636	-	TWIST1	ENSG00000122691.13
7	19144782	19145421	-	FERD3L	ENSG00000146618.3
7	19695461	19709037	-	POLR1F	ENSG00000105849.6
7	19719315	19773617	-	TMEM196	ENSG00000173452.14
7	20134655	20217404	-	MACC1	ENSG00000183742.13
7	20330702	20415754	+	ITGB8	ENSG00000105855.10
7	20615207	20777038	+	ABCB5	ENSG00000004846.16
7	20782279	20786886	-	SP8	ENSG00000164651.17
7	21428043	21514822	+	SP4	ENSG00000105866.15
7	21543039	21901839	+	DNAH11	ENSG00000105877.18
7	21900899	21945903	-	CDCA7L	ENSG00000164649.20
7	22118236	22357154	-	RAPGEF5	ENSG00000136237.19
7	22419444	22727613	-	STEAP1B	ENSG00000105889.16
7	22725884	22732002	+	IL6	ENSG00000136244.12
7	22812628	22822852	-	TOMM7	ENSG00000196683.11
7	22889371	23014130	-	FAM126A	ENSG00000122591.12
7	23105758	23177914	+	KLHL7	ENSG00000122550.18
7	23181841	23201011	+	NUP42	ENSG00000136243.17
7	23235967	23275108	+	GPNMB	ENSG00000136235.17
7	23298739	23311729	+	MALSU1	ENSG00000156928.5
7	23310209	23470491	-	IGF2BP3	ENSG00000136231.14
7	23504780	23532041	-	TRA2A	ENSG00000164548.11
7	23597382	23644708	+	CCDC126	ENSG00000169193.12
7	23680130	23703249	+	FAM221A	ENSG00000188732.11
7	23710203	23832513	+	STK31	ENSG00000196335.13
7	24284188	24291862	+	NPY	ENSG00000122585.8
7	24573268	24694193	+	MPP6	ENSG00000105926.16
7	24698355	24757940	-	GSDME	ENSG00000105928.16
7	24796540	24981634	-	OSBPL3	ENSG00000070882.13
7	25118656	25125260	-	CYCS	ENSG00000172115.9
7	25134692	25180356	-	C7orf31	ENSG00000153790.12
7	25224570	25228486	-	NPVF	ENSG00000105954.2
7	26152198	26187137	+	NFE2L3	ENSG00000050344.9
7	26171151	26201529	-	HNRNPA2B1	ENSG00000122566.22
7	26201162	26213607	+	CBX3	ENSG00000122565.19
7	26291862	26374383	+	SNX10	ENSG00000086300.16
7	26667068	26995239	-	SKAP2	ENSG00000005020.13
7	27092993	27096000	-	HOXA1	ENSG00000105991.10
7	27100354	27102686	-	HOXA2	ENSG00000105996.7
7	27106184	27152581	-	HOXA3	ENSG00000105997.22
7	27128507	27130780	-	HOXA4	ENSG00000197576.14
7	27141052	27143681	-	HOXA5	ENSG00000106004.5
7	27145396	27150603	-	HOXA6	ENSG00000106006.6
7	27153716	27157936	-	HOXA7	ENSG00000122592.8
7	27162438	27175180	-	HOXA9	ENSG00000078399.19
7	27163535	27180013	-	AC004080.3	ENSG00000257184.3
7	27170592	27180261	-	HOXA10	ENSG00000253293.5
7	27181157	27185232	-	HOXA11	ENSG00000005073.6
7	27193503	27200091	-	HOXA13	ENSG00000106031.9
7	27242700	27250493	+	EVX1	ENSG00000106038.13
7	27525442	27662883	-	HIBADH	ENSG00000106049.9
7	27739331	27844564	+	TAX1BP1	ENSG00000106052.13
7	27830573	28180795	-	JAZF1	ENSG00000153814.13
7	28299321	28825894	+	CREB5	ENSG00000146592.17
7	28953358	28958330	-	TRIL	ENSG00000255690.3
7	28995235	29195451	-	CPVL	ENSG00000106066.15
7	29122340	29514667	+	AC004593.2	ENSG00000285162.1
7	29146569	29514328	+	CHN2	ENSG00000106069.23
7	29563835	29567293	+	PRR15	ENSG00000176532.4
7	29806486	29917066	+	WIPF3	ENSG00000122574.11
7	29920104	29990289	-	SCRN1	ENSG00000136193.17
7	30010587	30026702	-	FKBP14	ENSG00000106080.11
7	30027404	30130483	+	PLEKHA8	ENSG00000106086.20
7	30134986	30162762	+	MTURN	ENSG00000180354.16
7	30284597	30367689	+	ZNRF2	ENSG00000180233.11
7	30362400	30412502	+	AC006978.2	ENSG00000281593.1
7	30424527	30478784	-	NOD1	ENSG00000106100.11
7	30496621	30504841	-	GGCT	ENSG00000006625.18
7	30497077	30550761	-	AC005154.5	ENSG00000281039.1
7	30580533	30634033	+	GARS1	ENSG00000106105.15
7	30651942	30700129	-	CRHR2	ENSG00000106113.19
7	30697985	30757602	+	INMT	ENSG00000241644.2
7	30752137	30892081	+	INMT-MINDY4	ENSG00000254959.6
7	30771417	30892387	+	MINDY4	ENSG00000106125.14
7	30852273	30923812	+	AC004691.2	ENSG00000250424.4
7	30911853	30925517	+	AQP1	ENSG00000240583.13
7	30938669	30993254	+	GHRHR	ENSG00000106128.19
7	31052308	31111479	+	ADCYAP1R1	ENSG00000078549.15
7	31337465	31340726	-	NEUROD6	ENSG00000164600.7
7	31514071	31658720	+	ITPRID1	ENSG00000180347.13
7	31687215	31708455	+	PPP1R17	ENSG00000106341.11
7	31751179	32428131	-	PDE1C	ENSG00000154678.18
7	32485338	32495283	-	LSM5	ENSG00000106355.10
7	32495426	32588726	+	AVL9	ENSG00000105778.19
7	32868172	32894131	-	KBTBD2	ENSG00000170852.11
7	32957404	33006930	+	FKBP9	ENSG00000122642.11
7	33014114	33062797	-	NT5C3A	ENSG00000122643.22
7	33094797	33109404	-	RP9	ENSG00000164610.9
7	33109557	33877180	+	BBS9	ENSG00000122507.21
7	33904308	34156427	+	BMPER	ENSG00000164619.10
7	34658218	34878332	+	NPSR1	ENSG00000187258.14
7	34928876	35038271	-	DPY19L1	ENSG00000173852.15
7	35202430	35254100	-	TBX20	ENSG00000164532.11
7	35632659	35697459	-	HERPUD2	ENSG00000122557.11
7	35800932	35907105	+	SEPTIN7	ENSG00000122545.20
7	36153254	36301538	+	EEPD1	ENSG00000122547.11
7	36324152	36390125	-	KIAA0895	ENSG00000164542.13
7	36389821	36453791	+	ANLN	ENSG00000011426.11
7	36512941	36724549	-	AOAH	ENSG00000136250.12
7	36854361	37449249	-	ELMO1	ENSG00000155849.15
7	37683796	37833788	+	GPR141	ENSG00000187037.8
7	37683843	37951936	+	EPDR1	ENSG00000086289.12
7	37848597	37900397	+	NME8	ENSG00000086288.12
7	37905932	38025695	-	SFRP4	ENSG00000106483.12
7	38178245	38230670	+	STARD3NL	ENSG00000010270.14
7	38383704	38631420	-	AMPH	ENSG00000078053.17
7	38722974	38932394	-	VPS41	ENSG00000006715.16
7	38977909	39493095	+	POU6F2	ENSG00000106536.21
7	39566385	39610320	+	YAE1	ENSG00000241127.8
7	39623565	39708120	+	RALA	ENSG00000006451.8
7	39950121	40099580	+	CDK13	ENSG00000065883.16
7	40126027	40134622	-	MPLKIP	ENSG00000168303.9
7	40135005	40860763	+	SUGCT	ENSG00000175600.16
7	41667168	41705834	-	INHBA	ENSG00000122641.11
7	41960949	42264100	-	GLI3	ENSG00000106571.15
7	42908726	42912305	-	C7orf25	ENSG00000136197.13
7	42909273	42932214	-	AC010132.3	ENSG00000256646.8
7	42916828	42932185	-	PSMA2	ENSG00000106588.12
7	42932376	42948958	+	MRPL32	ENSG00000106591.4
7	43112629	43566001	+	HECW1	ENSG00000002746.15
7	43582758	43650713	+	STK17A	ENSG00000164543.7
7	43608456	43729717	-	COA1	ENSG00000106603.19
7	43758680	43807342	+	BLVRA	ENSG00000106605.11
7	43866558	43869893	-	MRPS24	ENSG00000062582.14
7	43866558	43906589	-	URGCP-MRPS24	ENSG00000270617.1
7	43875894	43926411	-	URGCP	ENSG00000106608.17
7	43926436	43956136	+	UBE2D4	ENSG00000078967.13
7	43997897	44010122	+	SPDYE1	ENSG00000136206.4
7	44044640	44069456	+	DBNL	ENSG00000136279.21
7	44062727	44065567	-	PGAM2	ENSG00000164708.6
7	44072062	44082530	-	POLM	ENSG00000122678.17
7	44104345	44114562	+	AEBP1	ENSG00000106624.11
7	44114681	44124358	-	POLD2	ENSG00000106628.11
7	44138864	44141332	-	MYL7	ENSG00000106631.8
7	44143213	44198170	-	GCK	ENSG00000106633.17
7	44200959	44214294	+	YKT6	ENSG00000106636.9
7	44217150	44334577	-	CAMK2B	ENSG00000058404.20
7	44379119	44490658	-	NUDCD3	ENSG00000015676.18
7	44512535	44541330	-	NPC1L1	ENSG00000015520.15
7	44565417	44575051	-	DDX56	ENSG00000136271.10
7	44577894	44582287	-	TMED4	ENSG00000158604.15
7	44606572	44709066	+	OGDH	ENSG00000105953.15
7	44748581	44769881	+	ZMIZ2	ENSG00000122515.15
7	44796680	44824564	+	PPIA	ENSG00000196262.15
7	44826791	44848087	-	H2AZ2	ENSG00000105968.19
7	44876299	44885530	-	PURB	ENSG00000146676.10
7	44962662	44979088	-	MYO1G	ENSG00000136286.16
7	44999475	45076469	+	CCM2	ENSG00000136280.17
7	45080437	45088969	-	NACAD	ENSG00000136274.9
7	45100100	45112047	-	TBRG4	ENSG00000136270.14
7	45157791	45186302	+	RAMP3	ENSG00000122679.8
7	45574140	45723116	+	ADCY1	ENSG00000164742.16
7	45859994	45873082	-	CCDC201	ENSG00000283247.2
7	45888360	45893660	+	IGFBP1	ENSG00000146678.10
7	45912245	45921874	-	IGFBP3	ENSG00000146674.15
7	47275154	47582558	-	TNS3	ENSG00000136205.17
7	47740202	47948466	-	PKD1L1	ENSG00000158683.9
7	47963288	47979615	-	HUS1	ENSG00000136273.13
7	47987148	48029119	-	SUN3	ENSG00000164744.13
7	48035511	48061304	+	C7orf57	ENSG00000164746.14
7	48088628	48108736	+	UPP1	ENSG00000183696.14
7	48171458	48647497	+	ABCA13	ENSG00000179869.15
7	48919765	48927454	+	CDC14C	ENSG00000218305.4
7	49773638	49921950	+	VWC2	ENSG00000188730.5
7	49850421	50121329	-	ZPBP	ENSG00000042813.8
7	50095883	50159256	+	SPATA48	ENSG00000164500.7
7	50304068	50405101	+	IKZF1	ENSG00000185811.19
7	50444128	50542535	-	FIGNL1	ENSG00000132436.11
7	50458436	50565405	-	DDC	ENSG00000132437.18
7	50590063	50793462	-	GRB10	ENSG00000106070.20
7	51016212	51316818	-	COBL	ENSG00000106078.19
7	53035633	53036925	+	POM121L12	ENSG00000221900.6
7	54542325	54571080	+	VSTM2A	ENSG00000170419.11
